content,score
"Poorly designed, difficult to personalize. Seems like it's just geared up to create MORE influencers. Not impressed. Even cancellation was tedious. **correction! I still have not figured out how to CANCEL subscription - does anyone have their EMAIL ADDRESS?..9/25/23 I uninstalled the app!!",2
i downloaded this to help with my adhd and autism symptoms & try to get a handle of my life & i was immediately bombarded with messages asking me to subscribe for the premium version. i hadnt even had a chance to look at the app before it harassed me. it briefly popped up about a trial but was cancelled by another popup about purchasing. it overwhelmed me so much and added so much stress ive been avoiding the app since & cant bring myself to try & use it. sell premium sure but give me a chance!!,1
Do not pay for this app. It is non refundable. They claim they have a 7 day free trial but that's a lie. Do not pay. The app is cumbersome and sends no notifications. Worthless.,1
Not. Cool. I should have read these reviews. I've had it very short time and not remotely worth it. I'm mad at myself.,1
I changed my device after paying the whole year and couldn't recover my premium features. No email replies nor help. Couldn't ask for a Google refund so do not recommend.,1
"No way to turn off the vibration every time I click a button. It gives me sensory overload when I click on anything and stresses me out. If there was an option to turn it off, I could not find it. App looked good so far so I was excited to try it but unfortunately can't 😕",3
It doesn't let you add other than two things it the worst planner everr!!,1
"There's is an app inside your advertisement.. Only advertising everywhere, the worst UX of an app for habits, stressing UI. It doesn't help at all and causes exactly the opposite effect of what they say it will help. Don't waste your money here.",1
Money grabbing scam they forget to mention in the description that this is just a trial its actually a paid subscription app which is £9! Per month the first thing your hit with is advertising for there subscription one time offers to pressure you into taking it,1
"Horrible, horrible, horrible... Please don't fall for this scam like me. It is a useless app that as soon as you buy it, you have burned your precious 21.55 dollars. The customer service is pretty rude and dishonest. Basically a fraud. all the rating is a fraud too. DONT FALL FOR IT",1
The app appeared to be well designed but I uninstalled it during the survey. I find it inconsiderate whenever an app forces you to complete a questionnaire without telling you how long it will take or how many questions there are. I typically install 3-5 new apps to assess which meets my needs before committing to one. I don't want to waste 15 mins just to open the app to realise it's not suitable. Respect your potential users time.,2
It's a full time job trying to fix a schedule. It doesn't ever alert you what you're supposed to do... and it was 30.00. It's just a stupid app,1
"was advertised a useful planning tool, downloaded and opened to a marketing campaign for their planner app. they offer a free week, but it comes to like $30 and if you forget to cancel the subscription, you're screwed. very scammy, i don't trust like that",1
Was supposed give a 7 day trail but charged me immediately and I wasn't able to get a refund. Don't trust the trial.,1
"pay attention to recent poor reviews. free trial immediately skipped and even at the 'jackpot' deal thing it's still $20 for an app where you can't even edit or remove habits. the constant push for purchase is annoying, and if you have a 7 day trial it should actually be a free trial, not charged immediately. I requested a refund but seeing other reviews stating they have as well and never received one, I don't have high hopes. I'd consider that stealing my money tbh.",1
The idea seemed great but somehow I got charged for a year even though I tried to cancel my free trial basically immediately. Working on getting a refund now but kind of frustrated that their system is so aggressive.,1
"Very misleading free trial as it charged my son the full 3 month fee. The app states that refunds will be given if such mistakes are made, yet no response to any contact made, and even Google doesn't assist.",1
Says get 80% off for 1.66 a month and then says that's around 39$ but it should be 19.92 plus tax. Lies.,1
"Just hated this app. Non stop pushing for starting the paid. Have to wade through so much pointless confetti and colours saying how great you're doing before you've started. And then, I don't have a weekly schedule, and this is only (potentially) convenient for those that do. Absolute waste of time.",1
"The application does not work wellif you don't upgrade to Premium. No trial period, so you stuck with a plan. If there was a trial period, then I wouldn't mind purchasing.",1
Dumbest app way to expensive,1
The stars can't be trusted. It wouldn't let me do a trial and charged me for a year automatically. I've requested a refund as I spent all of 10 minutes browsing to realize it's nothing like the ad. I really want my $20 back. What a waste.,1
"Such a pain to use! Can't edit activities for other days. Only able to change for today. I learned something about my habits, and want to change some routine accordingly for rest of the week, but can't do that! What's the point of such a planner if you can't adjust the plan? Also there's no option of turning off the annoying sound when you mark a task complete.",1
"Constant pop ups for paid content. I accidently pocket dial purchased a sub with google pay. Their contact form leads no where. I've submitted several support requests for help. No confirmation of receipt, no reply, no nothing. May as well mail a letter to them without an address lol. Really soured ny experience with an app I was just getting started with.",1
Total scam. Money down the drain.,1
Not very user friendly. If I knew how to schedule or plan I wouldn't need this app. Quite disappointed.,1
"So I've set several requests for a refund, as it's not set up as advertised, no reply back for almost a week. Horrible! I didn't want to purchase, I just wanted the trial, and it tricked me and charged me any way. Scam! I don't know how Google is allowing this.",1
DO NOT USE THIS! I downloaded for the 7 day free trail and clicked year subscription so if I liked it I didn't have to go back and resubscribe. HOWEVER I did NOT get the free trail period. They changed me the full year immediately!! I contacted them less then 12 hours later for a refund (app was also not useful to me) Although they responded quickly with an automated response it has been over a month now and no resolution. And they no longer respond to emails. DON'T TRUST THIS APP! CRIMINALS!!!,1
This piece if garbage keeps popping up in my duolingo ads. Hate it.,1
"Total scam, it's advertised as a 7 day trial if you go with the yearly subscription but it charged you directly without a trial period. The app is complex to add task but tracking and functionality are very basic in nature. Just a basic to do list. There is no customisation. They lead you on by pretending to ask a few questions about you, ask for your subscription then you got to make your own tasks. No real customised tasks based on your answer. Avoid app.",1
Features to set daily reminders but not able to set alarms for those reminders. Useless app.,1
"I fell for the discounted yearly subscription as well. This app makes me feel more disorganized and doesn't help organize my day at all. There are no reminders, there is no chronological calendar to view your schedule. I can't make adjustments to future dates. If poor planning is symptom of ADHD why can't I plan things in advance on this app. I'm annoyed!!",1
Said it would charge £1.66 per month as an introductory offer for 12 months then charged £28+ which is over £10 more. Don't trust a company that can't bill correctly,1
You can only edit the tasks on the day the task are set for! So stupid,2
Fake. Just a stupid way to give people hope and then demotivating them more.,1
"Can't even use the app without subscribing to a free trial that turns into a paid plan. Also, ads right off the bat. Really? I have to subscribe and I'm still gonna be subjected to constant ads? No thanks. Also, a LOT of spelling errors that are unprofessional and hard to overlook, especially for something I'm going to be paying for.",1
"Costs $20. You can download it to your phone and tablet, but the info won't transfer to either. It will only show up on one you entered it on. Unable to edit something you add. Makes you work on today only. Prefer to have money back, waste of money.",1
Very bad,1
"I couldn't get past the start questions. The app asked a question but doesn't have any options to choose from, so I can't progress.",1
"It's a SCAM! They give no free trial and charge right away! I signed up for afree trial, but they charged me right away. I messaged to the support, they said they would issue the refund but I haven't received it. It's been 3 weeks! I keep messaging them but they are ghosting me. I get no response at all anymore. Really really disappointed. DON'T GET THIS APP EVER!",1
"Difficult to alter and remove tasks. Even when you set reminders, the app doesn't give you any kind of reminder. A waste of money.",1
I just downloaded the App. Says 7 day free trial to cancel before. I was charged today for the App. Tried to cancel it and it won't let me shows $21.34 to my account and it hasn't even been 6 hours. I requested a refund. I assume this is how you make your money by cheating people. I should have read the reviews first.,1
"es una buena app, si tuviera dinero compraría la versión premium sin duda jajaja",5
"There's so many issues on android. I can't order the tasks correctly (drag and drop doesn't work), and sometimes I'll create a task and it disappears, but I can't recreate it because it says it already exists. The tasks are also ordered randomly and moves to the bottom when it's completed, it's terrible for my ADHD brain because there's no predictable order of my lists and it keeps changing as you add more tasks!! When you open up your to do, it's a total mess and looks different everyday.",2
"why do i have to pay for every single thing? there are not even free stuff , so disappointing i was excited to use the app",1
Notifications are not working and I paid for this stupid app at once 🤦🤦,1
It is the waste of time it ask you about 20 questins and when you answer it ... It ask you about money ...... Please dont install it . It is the waste of phone charging ... Hate this app🤬🤬🤬,1
"Useless waste of money. It markets itself as something more than just a basic to do list, with focus on getting your life and happiness in order. It's just a basic to do list, with some ridiculous options for routines, which I already can do with a pen and paper. It recommends routines which are all labeled ""TikTok Influencer"" or something equally out of touch. It wouldn't let me select the free trial and said it declined my ""charge"", but it did take my money when I selected a year. Scam.",1
"Feels like a scam. After I answered a few questions it asked for my fingerprint as a ""contract"" that I was going to make changes in my life. Did they just steal my fingerprint and can they use that against me? I uninstalled right after that because as soon as I did the fingerprint (should have run away before then) it came up with a page to setup a payment plan. I'll be watching my bank accounts and will dispute any charges. I did NOT authorize any charges.",1
"Once you set up a routine or task, you CANNOT EDIT IT until the day of. Which is absolutely awful and I regret purchasing the year subscription instead of just doing the trial. My routine changes to fit the needs of that specific day. Additionally, half of my tasks I set up personally just never appeared.",1
Pushes for payment before you can learn about the features and doesn't really give free trial. No refunds!,1
The worst app i saw,1
It's just a to-do list. I can already do that on my calendar. Very disappointed.,1
Terrible app. There's no way to organize the tasks...and I PAID FOR THIS 😡,1
This app asks for your finger print! Why would it need that! Absolutely crazy,1
"I didn't actually try, so I'm not putting a bad rating but here's what bugged me. If I knew that to use the app I have to pay, I wouldn't have downloaded it in the first place. Now I just wasted my time and deleted in anyway.",4
"I've set a reminder on my daily tasks and don't get notifications. there is no widget option to add it to my home screen. The help section claims you can change the order of the tasks, but once you go off the page and swipe back, they tasks are back in the original order. As a habit forming app, its pointless. there's no way to remind me or draw me to my new habit and no flexibility. I paid about £20 for the year and its an absolute waste. I am utterly disappointed",1
"Edited: It's a bit disorganized for my taste so far. Cancelled after paying for a year and using for a WK. So disorganized & suggestions made make ZERO sense. It provides suggestions that don't fit. oh you're not well because you didn't sleep? here, read this on loneliness! it's not loneliness...it's chronic pain.",2
DO NOT PURCHASE. If anything goes wrong they are not responsive. I meant to use the ťrial when payment of$19.99 came out of my card. I told them on the same day. It's been a month now and i haven't gotten the refund or an update. So they just took my money and I never even used it.,1
It's a bit annoying to use unless you are willing to pay the subscription. The prompts to subscribe make it hard to use.,3
"Love the colours and the style but it's so annoying not being able to change anything on a different day once you've put it in there, I can't edit or delete it just says let's concentrate on today... no let's change my appointment time in 2 weeks. ... the search continues",4
Terrible app. Doesn't send notifications and they charge you full price straight away despite offering a 7day free trial. Don't fall for it lile I did,1
I signed up for a free 7 day trial. When I went to cancel (this service is EXTREMELY confusing and not beneficial in the SLIGHTEST) I found my subscription would cancel in 2024....I checked my account and was charged a FULL YEAR!!! This is bait and switch DONT USE OR TRUST THIS APP,1
"This app will not allow you to explore options before purchase. Immediately after paying for it, I realized there is no profile for personalization, it is very difficult to add and edit tasks, and there are grammatical errors throughout. This app is not as advertised and seems to be possibly malicious.",1
"Doesn't even deserve a star. HORRIBLE, this app stole 20 dollars from my account. UNACCEPTABLE",1
Garbage! Scam.,1
"Uninstalled soon as I read their privacy policy. They openly admit to using your personally submitted data down to fitness and food preferences level to pursue their own ""legitimate interests"" from marketing to fraud prevention. My dad works in software for fraud prevention, it usually refers to insurances. I don't want my exercise log to be accessible for that kind of stuff when I am doing this to better a part of my life that I am not good at. For me, red flags.",1
"Don't download. Couldn't even get the system to send me notifications to take my medicine. I thought this came with a 7 day trial, but NO they immediately charged me for a month when I only used it for 3 days. They need to refund me my money because their software didn't even work.",1
"I like all this app has to offer, but I hate that I cant edit or remove anything.",3
Paid for a year before realizing that edit features are really limited. Very disappointing,3
It's a s c a m . They steal your fingerprint and you have to pay for the app.,1
This is the worst. Not user friendly or helpful for a task and routine organizer at all.,1
It's not free easy,1
it's very good app but it's sad how you have to pay for it,5
"Glitchy and unfortunately can't play around without subscribing, so that's $30 wasted for something I have no interest in going forward.",1
Charged me full price even though I cancelled on the day I downloaded on 7 day free trial. App is a scam. Avoid.,1
"I feel cheated! They charged me for the subscription from the first day when I was supposed to have 7 days trial to get to know the app. Second, I do not understand why they make a survey (a little long but interesting) at the beginning, saying that they make a personalized plan according to each person when it is not true! In fact, this topic of the personalized plan was the one that caught my attention, but it is nowhere to be found. They make misleading advertising in the most blatant way!",1
This app and the company responsible for the operations of it are shady and conducted a fraudulent transaction with me. They are not responding to my emails and have not refunded my $32.69. I attempted to provide explicit details and evidence of my claim but do not have enough spaces. I paid for a subscription on 9/5/23 @ 938PM and canceled on 9/5/23 @ 943PM due to the discovery of fraudulent and misleading subscription information. Please beware.,1
Too aggressive with trying to get you to buy. Cant even try the app because every other bottom prompts you to buy! HARD NOPE!,1
Can't even use the free trial unless you provide payment info - must not be very confident in their product if they are relying on you to forget to cancel rather than allowing you to use it and then not wanting to lose it after the trial. Uninstalled immediately - don't like sketchy practices like that.,1
It only go so far then stop. Can't see the next button. It stops at remember this... very sad,1
Took my money and didn't allow the trial period first. So I ended up paying a year subscription for something I am mot using. TOTAL SCAM,1
So far I have been on the app 5 minutes. I don't completely understand how it works but this far in I haven't seen any pictures of regular people throughout articles etc. Only models etc it's another form of social media that makes people feel bad about themselves.,2
"UI is not very good, very hard to add tasks. Also, subscription service is entirely too much. I just want a daily task reminder app, not a subscription and a pop up every time I try to open it trying to get me to buy the premium service.",2
not a nice application this application is of no use,1
Very bad always asking for money,1
"Disappointed. There's no notification (I sent them an email asking if there was really no notifications and they answered apologizing...), you can write your own tasks. Do not pay for this, use your own phone's agenda and it will be more useful!",1
Charge you right away and no refund accidentally purchased and can't find a way to get my money back 🤨 shady,1
"It might be good, but you can't do anything useful without a subscription, and I'm not paying for something if I don't know it'll help. Just make it clear from the beginning that it isn't free to use and you'd probably have fewer poor reviews.",2
This app is a scam. 10 minutes start up screen to try and sell you on a pro version,1
Also besides not seeing the app before they charge you and 7 fay trail hasn't started.. NO REFUNDS... I canceled immediately when I saw the format. THEY STEAL YOUR MONEY! STAY AWAY FROM THIS APP!!,1
"Never got the trial, just charged me. Then stupid app won't work keeps crashing. I want a refund!",1
"It's basically a calendar with lists... no timers or reminders, It's not helpful just more lists of things I didn't do or forgot.",1
App looks great but is terrible to use. I cannot set up a morning routine in the order I want. It's supposed to help organise but was just stressful to try set up. Literally won't let me edit other days too. Useless! I actually want my money back because it feels like a scam!,1
Difficult to cancel once you figure out the app is time consuming and worthless which it takes less than 30 minutes to see many design flaws in the app. No refunds apparently.,1
Functionality is bad.,1
I hate that you have to pay and its not a planner they put fake reviews,1
0 stars if could! My son has downloaded this app onto my phone without my knowledge and apparentl I was signed up for a 7 day trial and then they charged me over 50 dollars forthis app that I told them I was not going to be using. Once I emailed them and explained my situation they flat out said NO REFUND so heads up. tho their website clearly states if a friend or family accidently downloads this and you are charged they will refund but only once!...they are just a money grab! shame on them.,1
Terrible app. Charges you immediately. The onboarding is way too long. Wasted my time sad.,1
Hate too much app questions for payment request at the end,1
Charged me right away during the free 7 day trial and won't refund. The app doesn't send reminders for your list... is limited in other ways too that just doesn't work for me. Waste of money. There is no unsubsribe button,1
There is no 7 day trial! And the functionally is very poor.,1
Bad won't let me set my routine after 2days of use,1
Not great,1
"I was interested in this app and it was my fault that I paid for the year first instead if using the trial. I got into overwhelm trying to set all the goals and decided I didn't want this. I canceled the subscription, but they don't refund the difference (I was on it literally less than 30 min). They will only not renew the service next year. PSA, do the trial first. Once you pay for it, you're stuck with it for a year. Its my own fault, so learn from my mistake.",2
"I was told I would be getting a free trial and charged once it ends, which was fine. But it charged me immediately and I didn't want that. I tried to contact them and fix it, but I still haven't gotten an answer. This is wrong, and I don't trust this app. I want my money back.",1
"This is a scam. I have the paid version on Samsung Galaxy. There are no push notifications at all. You make a cute looking routine, set reminders, and then you're never reminded! No sound; no notifications. There is no ""settings"" page to actually personalize or set anything for yourself. This also means you have no profile on this app and nowhere to create one. The help center is an empty page. This is a 1 activity app (create a VERY basic routine with NO reminders) the rest is fluff.",1
"The user experience is ok but I've experienced similar shoes to other reviews. My main frustration is that you can't sync this app with different devices, so what you enter on your phone will not translate to the app on your tablet, meaning it only functions on a single device.",2
"I was enjoying this app until I accidentally set a routine for a day that wasn't today. When trying to edit it to include it for today, it now tells me ""Let's focus on your today's routine."" And when I try to add it for that day it tells me it already exists. This type of restriction is idiotic and extremely frustrating, and I'll hope it gets changed. Make it a setting you can toggle off and on if you prefer, but to not allow such basic things is nutty.",1
I do not like this app at all. You can add and add and add tasks but you can't delete any. You also cant change names and it is just one big error. Don't believe the adds because it is not real.,1
"This company will charge you for a subscription you canceled and then send you bogus info to try to get a refund. They charged me $69.99 for an app that is advertised as $19.99 in the app, and although I have screen shots showing the trial was canceled the day I signed up, they still charged my account without my permission a week later. Now, they're giving me instructions on how to find the order number that sends me into a loop. Scam app!",1
Pathetic app,1
Terrible app. charges you immediately and refuses to refund even though it advertised a 7 day free trial. No support to contact and several error messages. It also tries to add things to your routine that it thinks you should do even if they are things you do not like. Also doesn't allow for more choices you have to pick from a selection list. Total garbage. DO NOT WASTE YOUR MONEY!,1
"The reminder notifications don't come up on my phone (notifications for the app are enabled) and there's no ""settings"" in my profile in the app. Totally defeats the purpose of using the app if you don't reminders of your tasks",1
Terrible!!! Does NOTHING!!!! Total rip-off,1
"This app has potential but ends up as a big disappointment. I paid for the year and immediately regretted it. I wanted to order my tasks chronologically but the order of tasks jumped around and won't stay where I've placed them. There's a character limit for everything which can be annoying. No search for emojis. Can't set multiple reminders for tasks. When you try to create a custom task you can't add spaces, you have to manually edit the title on the next screen. Also wish they had a widget.",2
I have requested a refund since 9 days with no action yet !! Or even a follow up!!,1
"This app was absolute garbage not to mention the false advertisement is crazy, I want my $20 back from the yearly subscription. How are you going to have a planner app with no way you can add times to each task that you make, not to mention some of the pre-made tasks are misspelt. Don't get this damn app and I'm going to contact my bank to get my money back smh",1
I tried the app and liked it but the way to create a task is way too time consuming and I accidentally created a task for the wrong day. There was no way for me to edit or delete it.,2
A total waste of money. My head can organise my stuff better than the paid version of this app. Takes too much time and effort to organise everything but the order is always messed up and there's absolutely no categorisation,1
"Downloaded thus app, should have had a 7 day free trial. Was charged $31.93. Then I canceled and was told I wouldn't get a refund. So mad. Money wasted.",1
"1. I did not get the free week trial advertised when I signed up. 2. I within minutes realized it was not going to work for me and went to cancel. Followed the directions within the app. 3. Cancelling was done after the paid for year instead of after the ""free"" week (I still held hope). 4. I immediately sent an email. Never got a response. 5. Waited a couple, 3 weeks and tried the app again. I still cannot use it for my life. I am stuck with a paid useless app for a year.",1
"The fact that this app could be useful for people but you can't even use it without paying money is ridiculous. Corporate greed at its finest. Don't download, it will expect you to pay 30$ right away before even being able to use.",1
Why the hell.is this app asking for my fingerprint! No! Just no!,1
Don't download this. It's a scam. I'm trying to get my money back. They just took it without the 7 day trial.,1
"After all that answering then you tell me am forced to pay to plan, just wanted to plan and ended up wasting my planning time to nothing",1
Terrible app. No way to edit/remove habits after they've been added to a routine. Limited functionality. Can't explore app at all without giving payment info.,1
"I apparently subscribed for the free 7 day trial, which I'm happy to do you see if this app will help me, but when searching for ways to cancel, it says you can do it on their website.. problem is... I can not find their website and the website I did find, just shows me what the app showed me in terms of ""ways to cancel"" and telling me to go to their website!!. Very annoying.",1
Spelling errors and typos throughout that are distracting and just poor for a paid app. In-app prompt to rate the app before you've even had a chance to use it at all. It's a lot of money for a to-do list and a few cheesy quotes. Was advertised as a productivity boosting app but really just a build your own checklist. Just stick to your phone's in-built to do list as the app is a total waste of money. Will not be renewing subscription.,1
Bad experience app charge1250🤣,1
"It was demeaning, invasive and uninspired. I've looked at at least 3 others just like it. I'll explain my negative experience. There are maybe 10 questions, they are all about amount of sleep, activity and what you want. There are zero medical questions ( why can't you sleep) what causes you to be distracted easily? Why are you tired even if you slept? Etc. I have multiple medical issues that affect mobility, sleep and distraction. I have several others too. None of those were addressed.",1
Be very careful. Got charged a year subscription once off when you think you're opting for a monthly subscription. App reminders don't work. You thus pay for something you aren't getting after they actually deceive you into thinking you are subscribing and payment will only happen after trial period. Lies! I want my money back.,1
Horrible,1
"This service needs to let people know that you have to fully pay for it if your going to download it.. it takes you through a full questionnaire and right after, I didn't even get to explore the app before it started asking me to pay a full year.. definitely not happening if I can't even get comfortable enough with the app first.. I wouldn't recommend even trying to download it.",1
A scam app. There's nothing here.,1
"So far, good....just started today. You have to pay thow, I did 30 bucks for 12 months but if you are serious about changing your life 30 bucks isn't much. So yeah",5
"I LOVED the app at first, but after several days, it started getting hard to use (couldn't update tasts, checklists, or titles, and it was inconsistent between tasks). I reset my phone, and no fix. So I uninstalled the app...I lost all of my data...for $20 a year, even as a discount, you should, at least, be able to make a profile and track your data.",1
"I got the paid version. This is a less than basic to-do list. Very little options to schedule tasks that needs doing. No custom icons. Cannot reschedule tasks unless you're on the day of the task If you want to add a custom task, it must be completely unique and the word cannot be in any existing task otherwise it'll force you to use an out of the box task name. Also absolutely no analytics I'd call this a scam app for £18 a year. I don't even know what I'm subscribing for",1
I paid for a subscription and immediately regretted it. Couldn't access most of the features I downloaded it for. Very unimpressed. I want my money back.,1
"The idea is fantastic and something I definitely need in my life, but the grammar, spelling, and functionality are lacking tremendously. I like that you're able to shuffle the tasks each day into the order you want, but it doesn't save! It's so frustrating. Unfortunately, I will not be paying for the subscription due to all the defects. It's not ready for end-users. It needs a lot more work.",2
"I subscribed it to use the "" free trial"" session which charged 2 inr but instead I was charged 1950 inr for 1year premium automatically. it's just so pathetic I want my refund",1
Didn't work just kept asking for money. Really disappointing. How do I can my trial??,1
"Altering tasks already in routine is impossible unless you are on ""today"" which makes the app unfuctional in day to day life. You can set it up as a guide but deviating from that because of timetable changes means you have to wait until that task is in today to change it to a different day which is a problem if a task is set to monthly or longer intervals.",3
Horrible.,1
Horrible app. I would rate zero if there is an option,1
"Not very happy I had to sit through a long onboarding/customization process just to find out I have to pay if I want to use it longer than a week. I understand small developers need capital to succeed, but a bait and switch is a poor marketing tactic.",1
"Not as advertised. You can't adjust any settings, you can't work on any day other than ""today"", no widget, no mood tracker, etc, etc. There were also many spelling errors which told me the company didn't pay much attention to detail. All the questions and stats to get set up are very misleading. Nothing about this app is personalized. VERY disappointed, don't waste your money. Also, I read most of the reviews... how did this have 4.7 stars??",1
You have to pay. It's stupid.,1
Tried to sign up for the free 7 day trial but had to input payment details and charged straight away. No response from customer service. App not helpful at all.,1
My money got deducted. Now i want refund. It say click on contact us on right corner. But in whole app there is no contact us button. Pleaae refund my money. It was by mistake installed by someone and got subscribed also,1
"Upon startup, you are led through a long, meaningless onboarding that does literally nothing. Then you are shown 5 paywalls one after another with a monthly subscription for 23$. Then you are left with a completely useless mock app made to make money off of stupid people, giving no value and having no functionality beyond a simple checklist. I'm going to continue to use Respawn, obviously.",1
"I can't edit a task unless it is the day I'm supposed to do the task? This is not helpful. I'm also not getting notifications. I paid for this app but I'm not sure what the point of this is? I can write a to do list, which is all this is, for far less money.",2
Why can't these people be honest and tell you their app isn't free. Be upfront and tell how much it costs. It's so dishonest.,1
I didn't get to use the app. It doesn't allow me to select more than 2 task. Downloading it for unpaid version is waste.,1
Worst it's not working,1
"The app has potential. But the most annoying thing - if you want to schedule a task to occur one day, and not as a repeat, you can by turning off the ""repeat"" function and select occur once... But then YOU CAN NEVER SCHEDULE IT AGAIN BECAUS IT SAYS THERES ALREADY A ROUTINE SET FOR IT. Garbage. As a shift worker I can't do something every Monday, so I need to be able to schedule tasks on different days on a weekly basis. This makes the app nearly useless for me. Should have read the reviews...",1
I haven't started yet but was disappointed that you had to pay for it right away😳,3
App Open hi nhi ho rha hai uninstall kar Diya mene so bad experience,1
"my problem is that I'm a teenager and I can't pay so, I don't want to pay but I will give you 5 star because that is just my problem.",5
"Terrible, all the perks (resources and reflections) are very basic. Not worth paying for it vs doing the same thing using calendar app and pinterest.",1
PAY PAY PAY. You have to pay for EVERYTHING 😭,1
Very very bad app I didn't even wanted to give it a one star This app doesn't even open,1
I can't find where to cancel subscription. This is what's frustrating about trying something. You get stuck having to email the company and get charged anyway instead of easily opting out if you don't want the product.,1
There's a long intro then it wants you to pay.. why not just make it a paid app?? So annoying,1
Stupid app I must say They will not even allow to try and ask for payment first,1
"Not user friendly at all! I downloaded it and set up my goal, even paid for a subscription because I was really excited about it. But 1st, I couldn't edit my future goals and the date was completely wrong. It was a day behind so it didn't even work properly. Was a waste of money",1
not working.. on my android mobile.. maybe it works only on apple .. so waste to download it.. showing nothing,1
worst app .. just because of money,1
When you add something to the tasks you have to pay like what sort of app is this it's to basic the advice for stress does not work it's the worst game ever it doesn't even work.This is a message for everyone before you download it DO NOT DOWNLOAD IT.,1
Very bad!,1
I'm so annoyed I got this app because I wanted to get a healthier schedule but you can't add anything accept maybe two things unless you pay for it! I do not recommend this app to anyone it's useless unless you pay 30 dollars a year for it.,1
Horrible. Watse of time and made my day worse. You can't edit what you have created for another day.,1
It's a horrible app if u don't u can't do nothing it should even deserve a star it's a waste of time.🤬,1
"I don't really like this app it's not like the ads because there is free spins, ads and pop ups and it's very annoying to me so I think this game is not like the ad at all I would rate it a zero if I could",1
Worst app. Not opening app. Whenever I clicking app logo white screen appears.,1
Bad app I really hate the app,1
"I should have read the reviews! I am not receiving reminders. Creating my own to-do items is much more difficult than it should be. Having to go through pre-determined routines before being able to add my own. And if the item I want to add for tomorrow is already in my routine, I can't add it as a one-time entry. It says it is already added. Not being able to plan tomorrow is stupid. I should be able to plan whatever day I want whenever I want! This is supposed to be a PLANner, right?",1
I was fooled by their ad It doesn't let you do anything unless you pay! It should have been paid to download in the first place,1
Stupid that you have a subscription to pay,1
"If I could, I would rate this zero stars. Unfortunately, I already paid for the premium, and there is no way to set up push notifications! This app has potential, but it basically worthless without push notifications.",1
"Honestly, Just the worst planner app ever. You can only add 2 tasks until it starts spamming you with ads so you can't add your third one. Almost impossible to plan in this app. Please fix this issue!!",1
This is a disgusting app don't use. They play offensive music that has racial and other curse words in it. If they're ok with the N word being broadcast through any app that will play it. Regardless that apps audience. Then you don't want to Trust them with their hardware on your phone. Shady people that are after shock and awe. Be careful.,1
It's a scam,1
Very bad keeps telling me to buy the subscription,1
"I'm disappointed! I just installed it and started to add my list of daily tasks . When I added the third task and clicked ADD, ads popped up repeatedly over and over!! and I couldn't continue adding the other tasks! Unbelievable! I didn't even start, and this happened! Uninstalled",1
App shows wrong day with no way to change it not suited for Australian times,1
"Very bad app, can only add 2 goals before having to pay to get the full version. Very disappointed in the app",1
It just doesn't work at all pathetic 😭 I expected A LOT more,1
They ask for your finger print which I stupidly gave. Worried now what is goung to be hacked,1
You have to pay for everything it's really bad don't recommend,1
I thought this was a really good game that first and they greeted me really well but then the problem came they wanted me to pay and I don't want to pay so Adidas game unless you want to pay but I don't want to and I'm still trying to look for a game that doesn't have anything to do with my email cuz I don't have one or with me paying I literally added free games and they give me this what the hell I'm mad I'm really ma-🤬,1
"Task list don't appear in the order they are scheduled, there's no way to se if you have overlaping tasks, reminders don't pop up on your phone even if you set them in the app, there's no calendar widget so you can see the tasks you need to do. Useless and not helpful at all and probably just collecting your data in the background.",1
This the worst app I have ever seen.It does not work,1
"Horrible! All I could put was 2 task, I'm deleting this app! I found a new planner and I can put a inf amount of tasks.",1
Every five seconds.. SEIZE NOW ! and it's so annoying,1
"I'm sorry but this is a good app with one extremely annoying problem! I try to add eat breakfast or brush teeth and it keeps popping up with spinning wheel that always hits jackpot and stupid ads constantly, its annoying!!!! PLS 🙏 stop those ads from popping up or else I'm just gonna use another app....",2
Itd bad,1
Stupid ads.bad app,1
They bombard you with a bunch of ads trying to sell their yearly payment plans. It doesn't let you add Anythink to your schedule you just stuck with a bunch of ads. I don't recommend this app It's disappointing,2
Waste 😏😡app ever I used This app is showing to pay bill for a year 3900 RS I think these are scam and I'm using this app for the 1st time and it started showing me 7days trials but it asking me to pay and use,1
U basically have to pay for everything and if u accidentally set a task for the wrong day u cant change it until that day is over which is very annoying and ur only allowed 2 tasks per day and u barley have anything unlocked,1
Disgusted,1
Worst experience as this application never open in always displayed whote screen,1
"I hate this app, when you want to do something, you can't! You need me+ you can't even check the app without having me+",1
Hate it i have to pay ridiculous horrible go to finch instead,1
Why do I have to pay for every single one of these daily routine apps?! Like seriously this is just stupid 😡,1
"Waste of $20, poorly done app. No customization, didn't even have the tasks advertised. Barely used it and can't get my money back. Already canceled.",1
Worst,1
The worst app ever sawn like seriously,1
I am in Australia but the calender still runs a day behind and there is no way to change that. Contacted the team. Got an automatic email saying along the lines- we will contact you. 3 days later no response. Cancelling before my paid subscription starts in 3 days.,1
"This app feels like a scam. They offer a 7 day trial, but charge you for a year and offer no way to cancel through the app. I didn't care for the app at all and did not find it useful which is fine but am annoyed I am being charged and can't cancel even though a 7 day trial was offered.",1
"There's No 3•Day ""Free"" Trial... There's Also No-Way to Cancel. $19.99 for Nothing Useful. If only I could give y'all zero ⭐s...",1
Useless unless you sign up. Continuously pops up adds. No way to check the usability of the product without handing over credit card details,1
